N,P,K,ph,crop
29,25.0,14.0,7.781988584,orange
33,12.0,15.0,6.052318465,orange
8,16.0,6.0,7.106650373,orange
15,14.0,8.0,6.22094286,orange
16,7.0,8.0,6.420457311,orange
0,12.0,7.0,6.969249676,orange
5,25.0,6.0,6.0113021810000005,orange
6,8.0,11.0,6.600948787999999,orange
10,5.0,5.0,7.817846496,orange
1,17.0,6.0,6.8198271,orange
1,30.0,10.0,7.291405641,orange
0,23.0,15.0,7.598729065,orange
24,27.0,9.0,6.157135092000001,orange
36,11.0,13.0,7.1917274,orange
40,21.0,8.0,7.418761774,orange
40,22.0,6.0,6.488221135,orange
32,18.0,13.0,6.044167236,orange
9,10.0,10.0,6.010391864,orange
13,16.0,8.0,6.949838549,orange
15,9.0,11.0,7.907956251,orange
29,11.0,5.0,7.639788459,orange
1,15.0,9.0,7.53350946,orange
18,5.0,11.0,6.251586885,orange
14,22.0,9.0,6.543191814,orange
33,15.0,7.0,7.651225301,orange
4,6.0,7.0,6.708889665,orange
17,16.0,14.0,6.625538653,orange
12,20.0,10.0,6.528354932,orange
34,29.0,8.0,6.450640306,orange
39,28.0,10.0,7.181907673,orange
31,25.0,12.0,7.016482298,orange
12,6.0,8.0,6.388617138,orange
12,29.0,13.0,7.57125447,orange
26,11.0,11.0,7.609348255,orange
19,24.0,15.0,7.137136973,orange
39,21.0,9.0,6.354022554,orange
16,29.0,13.0,6.196907944,orange
36,29.0,13.0,7.829507245,orange
37,23.0,12.0,6.395258356,orange
39,9.0,15.0,7.992041984,orange
31,5.0,14.0,6.583411671,orange
18,12.0,8.0,6.206053072,orange
20,20.0,10.0,6.976997772000001,orange
5,8.0,5.0,6.562594972,orange
20,8.0,12.0,7.260416405,orange
25,21.0,11.0,6.460044777999999,orange
14,19.0,14.0,6.699164936,orange
37,18.0,12.0,7.401121811,orange
26,15.0,6.0,6.912033409,orange
13,22.0,5.0,7.764040111,orange
32,25.0,9.0,7.796034006,orange
19,7.0,9.0,6.969883482999999,orange
28,7.0,9.0,6.730757538,orange
24,30.0,11.0,6.601395755,orange
7,17.0,10.0,6.465913274,orange
18,23.0,8.0,6.41354791,orange
7,20.0,12.0,6.475275337,orange
20,23.0,11.0,6.407715561,orange
18,14.0,11.0,6.550814117000001,orange
34,11.0,10.0,7.36220835,orange
20,29.0,10.0,7.36549204,orange
37,24.0,13.0,7.8546243,orange
12,8.0,10.0,7.995848977,orange
34,10.0,14.0,6.725600855,orange
6,13.0,9.0,7.786725333,orange
27,30.0,5.0,7.656978112000001,orange
13,8.0,12.0,7.105904818,orange
6,7.0,7.0,7.199106204,orange
40,17.0,15.0,7.871063004,orange
31,26.0,9.0,7.566165721,orange
61,68.0,50.0,6.7932454170000005,papaya
58,46.0,45.0,6.576261427,papaya
45,47.0,55.0,6.751452932,papaya
39,65.0,53.0,6.560743092999999,papaya
31,68.0,45.0,6.938313356,papaya
70,68.0,45.0,6.991626158,papaya
68,62.0,50.0,6.977700268,papaya
34,65.0,47.0,6.833768535,papaya
38,68.0,54.0,6.739170045,papaya
69,64.0,47.0,6.993473247000001,papaya
58,51.0,47.0,6.757470637000001,papaya
59,47.0,53.0,6.8506632320000005,papaya
44,64.0,54.0,6.74274935,papaya
56,57.0,48.0,6.506120752,papaya
69,60.0,54.0,6.98992719,papaya
56,58.0,49.0,6.69215564,papaya
49,55.0,53.0,6.544029776,papaya
38,51.0,52.0,6.927803911,papaya
54,65.0,47.0,6.721835879,papaya
57,57.0,51.0,6.99223441,papaya
39,52.0,53.0,6.704204398,papaya
58,67.0,45.0,6.702424548,papaya
61,64.0,52.0,6.641098708,papaya
34,62.0,55.0,6.585346229,papaya
31,48.0,45.0,6.563134737,papaya
47,46.0,52.0,6.502289472999999,papaya
32,68.0,52.0,6.800321319,papaya
36,59.0,46.0,6.721130542999999,papaya
61,51.0,51.0,6.574677594,papaya
70,54.0,46.0,6.919342407,papaya
44,56.0,49.0,6.519779582999999,papaya
34,68.0,51.0,6.687088097999999,papaya
50,59.0,47.0,6.747975732,papaya
39,70.0,52.0,6.65149129,papaya
34,61.0,49.0,6.502675132,papaya
44,60.0,55.0,6.825371185,papaya
31,62.0,52.0,6.99104104,papaya
65,62.0,51.0,6.5116248410000015,papaya
44,57.0,53.0,6.93172108,papaya
50,47.0,48.0,6.712772332999999,papaya
43,50.0,48.0,6.63016515,papaya
60,46.0,53.0,6.761953186,papaya
70,68.0,55.0,6.691202286,papaya
59,62.0,52.0,6.608667683999999,papaya
60,58.0,51.0,6.840802254,papaya
42,60.0,47.0,6.834808347999999,papaya
35,66.0,47.0,6.953439161,papaya
34,65.0,48.0,6.665024507999999,papaya
36,54.0,46.0,6.662875839,papaya
39,64.0,52.0,6.678695788,papaya
37,52.0,47.0,6.54277684,papaya
33,47.0,46.0,6.839443833,papaya
34,48.0,48.0,6.805277038,papaya
49,54.0,50.0,6.762522087000001,papaya
40,65.0,49.0,6.678449317999999,papaya
68,52.0,49.0,6.577192175,papaya
50,46.0,52.0,6.734005647999999,papaya
65,63.0,50.0,6.524459342,papaya
40,49.0,47.0,6.501521192,papaya
42,53.0,48.0,6.758479569,papaya
49,55.0,51.0,6.676578778,papaya
59,62.0,49.0,6.941496806,papaya
63,58.0,47.0,6.864143752,papaya
70,65.0,52.0,6.583528529,papaya
63,50.0,52.0,6.751747609,papaya
40,64.0,47.0,6.893509446,papaya
63,58.0,50.0,6.720744449,papaya
45,58.0,49.0,6.827812549,papaya
66,69.0,47.0,6.912299695,papaya
54,67.0,52.0,6.586107335,papaya
69,67.0,52.0,6.827305908,papaya
67,68.0,49.0,6.821774589,papaya
45,57.0,47.0,6.656458831,papaya
56,50.0,52.0,6.770384816,papaya
70,50.0,53.0,6.933809742999999,papaya
44,47.0,45.0,6.579441304,papaya
50,60.0,47.0,6.92791761,papaya
52,51.0,53.0,6.985804083,papaya
35,68.0,45.0,6.612429546,papaya
68,69.0,52.0,6.813383387000001,papaya
32,55.0,52.0,6.967759599999999,papaya
32,55.0,51.0,6.57398033,papaya
48,62.0,47.0,6.803094965,papaya
39,69.0,53.0,6.964955435,papaya
49,61.0,45.0,6.764213299,papaya
48,57.0,54.0,6.617703177999999,papaya
69,66.0,49.0,6.52711001,papaya
53,55.0,55.0,6.709668804,papaya
38,61.0,52.0,6.620729882000001,papaya
57,64.0,55.0,6.583760498999999,papaya
51,57.0,55.0,6.6764073370000006,papaya
56,65.0,45.0,6.751298936,papaya
54,66.0,52.0,6.867554147000001,papaya
58,55.0,47.0,6.7424900270000006,papaya
68,70.0,54.0,6.986228647000001,papaya
42,59.0,55.0,6.979102243,papaya
43,64.0,47.0,6.8256647820000005,papaya
35,67.0,49.0,6.617066674,papaya
56,59.0,55.0,6.551892637999999,papaya
39,64.0,53.0,6.598860305,papaya
18,30.0,29.0,6.4200187170000005,coconut
37,23.0,28.0,5.7400545670000005,coconut
13,28.0,33.0,5.686972967000001,coconut
2,21.0,35.0,6.293662362999999,coconut
10,18.0,35.0,6.381975465,coconut
7,11.0,32.0,5.542169138999999,coconut
39,5.0,31.0,5.551963184,coconut
34,6.0,27.0,5.8607404810000014,coconut
31,30.0,29.0,5.558807063,coconut
25,7.0,35.0,5.55771171,coconut
16,18.0,26.0,5.568365926,coconut
26,10.0,33.0,6.07071786,coconut
27,8.0,32.0,5.627860548999998,coconut
37,18.0,30.0,6.38488418,coconut
19,15.0,34.0,5.6858890660000005,coconut
0,19.0,33.0,6.234458417000001,coconut
31,20.0,26.0,6.443168642000001,coconut
9,17.0,32.0,5.842317989,coconut
22,11.0,29.0,5.955742971,coconut
31,6.0,26.0,5.741367375,coconut
34,6.0,30.0,5.948342571,coconut
24,6.0,32.0,6.387067562,coconut
1,8.0,26.0,5.562911913,coconut
31,13.0,33.0,5.85971872,coconut
10,9.0,28.0,6.282955072999999,coconut
36,27.0,26.0,6.25449571,coconut
38,24.0,33.0,5.973853124,coconut
11,6.0,25.0,6.081568052000001,coconut
16,14.0,30.0,6.37466756,coconut
33,14.0,35.0,6.027707171,coconut
16,6.0,29.0,5.868285082000001,coconut
32,11.0,31.0,6.205931637999999,coconut
38,14.0,30.0,5.5707453860000005,coconut
8,6.0,33.0,6.095261012999999,coconut
23,6.0,33.0,6.025789594,coconut
29,25.0,35.0,5.542873799,coconut
24,14.0,33.0,6.366219551,coconut
32,12.0,30.0,5.579845008,coconut
30,25.0,31.0,5.804965067,coconut
14,21.0,35.0,6.121005506,coconut
27,22.0,29.0,6.000248647,coconut
40,5.0,29.0,5.820978791,coconut
17,11.0,32.0,5.620733794,coconut
30,30.0,35.0,6.001936419,coconut
28,10.0,30.0,6.305740522000001,coconut
39,7.0,29.0,6.362544111,coconut
32,20.0,35.0,5.588655387,coconut
7,15.0,32.0,6.182232762000001,coconut
29,17.0,29.0,5.959493188,coconut
34,15.0,34.0,5.677282677999999,coconut
14,23.0,25.0,5.6121227970000005,coconut
18,19.0,29.0,6.206077742000001,coconut
7,21.0,35.0,5.764812076,coconut
24,27.0,34.0,6.203376525,coconut
39,29.0,29.0,6.143662699,coconut
29,8.0,28.0,6.100429497,coconut
10,24.0,27.0,5.7084096010000005,coconut
0,29.0,32.0,5.868255858,coconut
32,11.0,31.0,6.461225827000001,coconut
37,10.0,32.0,6.165084855,coconut
20,29.0,27.0,6.047044342,coconut
31,29.0,35.0,6.137102505,coconut
17,30.0,27.0,5.894027065,coconut
1,12.0,30.0,5.56222383,coconut
6,13.0,29.0,5.832608027999999,coconut
15,28.0,32.0,6.2185718739999984,coconut
27,24.0,29.0,6.142010637,coconut
3,23.0,30.0,6.078807239,coconut
8,26.0,26.0,5.702484758,coconut
20,28.0,26.0,5.547594847,coconut
26,18.0,27.0,5.836075368,coconut
1,6.0,35.0,6.231662767,coconut
27,30.0,31.0,5.718120393,coconut
23,7.0,34.0,5.852038202,coconut
0,26.0,31.0,5.547933273,coconut
38,6.0,25.0,6.156259104,coconut
25,12.0,26.0,6.436314406,coconut
40,5.0,32.0,5.981169595,coconut
0,19.0,31.0,6.271952832999999,coconut
26,9.0,32.0,6.470465614,coconut
35,30.0,34.0,6.141502001,coconut
19,30.0,30.0,5.826381164,coconut
31,13.0,33.0,6.342463714,coconut
17,29.0,26.0,6.071897347,coconut
2,30.0,30.0,6.331051715,coconut
30,13.0,25.0,6.413184638,coconut
8,15.0,33.0,5.50158009,coconut
18,12.0,35.0,6.338720873,coconut
8,28.0,30.0,6.015672239,coconut
40,22.0,29.0,5.735364307,coconut
27,10.0,33.0,6.465906333,coconut
21,20.0,31.0,5.855457599,coconut
3,9.0,35.0,6.318552972999999,coconut
22,16.0,27.0,6.006784979,coconut
27,8.0,30.0,6.008386282999999,coconut
22,8.0,33.0,5.665785202,coconut
28,27.0,32.0,5.764615485,coconut
23,21.0,26.0,5.901495543999999,coconut
37,5.0,34.0,5.779032666,coconut
19,26.0,29.0,5.67154928,coconut
133,47.0,24.0,7.231324765,cotton
136,36.0,20.0,6.925412377000001,cotton
104,47.0,18.0,7.633437412,cotton
133,47.0,23.0,6.827354668,cotton
126,38.0,23.0,6.176716425,cotton
126,50.0,19.0,6.6287228360000015,cotton
113,41.0,20.0,7.256877571,cotton
121,45.0,22.0,6.443785385,cotton
121,47.0,16.0,7.7232401510000015,cotton
129,60.0,22.0,5.947448589,cotton
107,45.0,25.0,7.2277455160000015,cotton
122,59.0,18.0,6.219469084,cotton
140,38.0,15.0,6.021439523,cotton
102,49.0,21.0,6.253343655,cotton
111,40.0,25.0,6.187455798999999,cotton
131,35.0,18.0,7.0576933660000005,cotton
135,43.0,16.0,6.720449769,cotton
100,46.0,18.0,6.4316895060000006,cotton
123,39.0,24.0,7.453106264,cotton
117,56.0,15.0,7.368258226,cotton
121,36.0,24.0,7.352401887,cotton
101,58.0,18.0,6.652143699,cotton
107,42.0,24.0,6.144631795,cotton
100,41.0,22.0,7.318802162000001,cotton
125,39.0,21.0,7.954629324,cotton
105,60.0,23.0,6.207652157,cotton
102,46.0,19.0,6.631005298,cotton
131,49.0,22.0,7.306918817000001,cotton
139,35.0,15.0,5.898293044,cotton
108,36.0,19.0,7.238566893,cotton
118,45.0,23.0,7.977651226,cotton
107,51.0,22.0,5.983075895,cotton
125,60.0,17.0,6.785723961,cotton
113,37.0,20.0,7.393441155,cotton
131,52.0,16.0,6.486068274,cotton
115,48.0,16.0,7.175934962,cotton
113,38.0,25.0,7.388265887999999,cotton
111,41.0,18.0,6.10539819,cotton
111,53.0,19.0,6.419536555,cotton
122,48.0,16.0,6.307585854,cotton
108,46.0,17.0,6.93221485,cotton
132,41.0,22.0,7.810865753,cotton
103,42.0,17.0,6.527541661,cotton
133,50.0,25.0,7.569454601,cotton
127,37.0,18.0,7.041065585,cotton
110,39.0,25.0,7.208795456,cotton
131,38.0,19.0,6.814341946,cotton
108,38.0,24.0,7.442217061,cotton
122,40.0,17.0,6.854558957,cotton
111,50.0,15.0,7.884550475,cotton
140,40.0,17.0,6.006085786,cotton
100,40.0,20.0,7.432043735,cotton
123,50.0,16.0,6.498052108,cotton
107,36.0,21.0,6.205263534,cotton
118,50.0,19.0,6.360812227,cotton
103,51.0,20.0,7.0466074339999984,cotton
133,57.0,19.0,7.947011366,cotton
129,47.0,20.0,6.281913857999999,cotton
116,52.0,19.0,6.114525877,cotton
114,40.0,23.0,6.7539780610000015,cotton
131,60.0,17.0,7.4250413160000015,cotton
107,43.0,18.0,6.745104394,cotton
123,44.0,21.0,7.6411165689999985,cotton
112,49.0,25.0,6.470135478,cotton
119,44.0,15.0,7.091992365,cotton
130,59.0,19.0,6.520403794,cotton
127,53.0,24.0,6.127939627999999,cotton
134,52.0,18.0,7.994679507000001,cotton
109,36.0,18.0,7.524707577,cotton
100,48.0,17.0,7.827877817999999,cotton
132,52.0,19.0,6.436691764,cotton
102,37.0,25.0,5.907930899,cotton
111,39.0,22.0,6.135025006,cotton
117,51.0,15.0,6.044556594,cotton
136,36.0,24.0,7.59781958,cotton
134,56.0,18.0,6.691268104,cotton
112,54.0,15.0,6.1754923060000015,cotton
105,56.0,15.0,7.272316208999999,cotton
140,45.0,15.0,5.801047545,cotton
126,46.0,25.0,6.757457943,cotton
106,49.0,24.0,6.983395572999999,cotton
121,53.0,19.0,7.976889497999999,cotton
108,60.0,17.0,6.558902588,cotton
116,56.0,17.0,7.979090365,cotton
100,52.0,19.0,7.903528672999999,cotton
129,43.0,16.0,6.73210948,cotton
118,44.0,23.0,6.6916904760000016,cotton
117,43.0,25.0,7.839849298,cotton
126,37.0,21.0,6.61448588,cotton
120,48.0,16.0,7.456971816,cotton
102,45.0,16.0,7.2942193,cotton
131,56.0,20.0,7.762647875,cotton
114,40.0,17.0,6.363406102000001,cotton
101,37.0,18.0,7.63737841,cotton
106,46.0,20.0,6.2006719760000015,cotton
113,38.0,20.0,6.364729934,cotton
102,53.0,21.0,6.913678684,cotton
110,39.0,18.0,7.766259768999999,cotton
107,58.0,15.0,7.55606399,cotton
120,60.0,15.0,7.288377241,cotton
89,47.0,38.0,6.002524871,jute
60,37.0,39.0,6.033485257000001,jute
63,41.0,45.0,7.121933578999999,jute
86,40.0,39.0,6.207459637,jute
96,41.0,40.0,6.090060478,jute
100,35.0,36.0,6.346715209,jute
63,37.0,43.0,6.661957897000001,jute
70,43.0,40.0,6.176860192,jute
67,55.0,44.0,7.251847296,jute
74,40.0,40.0,6.386259977999999,jute
89,53.0,44.0,7.319735475,jute
74,46.0,45.0,6.025028997000001,jute
89,41.0,38.0,6.344751947000001,jute
60,55.0,40.0,7.02777956,jute
67,43.0,38.0,7.299304715,jute
70,38.0,35.0,7.014063944,jute
74,49.0,38.0,7.4880144039999985,jute
90,40.0,39.0,6.626503893,jute
82,35.0,44.0,6.239011,jute
73,45.0,37.0,6.742688094,jute
85,53.0,38.0,6.588017308,jute
81,56.0,36.0,7.097586415,jute
84,55.0,38.0,6.956682742999999,jute
80,45.0,42.0,7.380396262,jute
76,54.0,45.0,6.176618831,jute
76,56.0,39.0,6.551130445,jute
81,40.0,45.0,6.427726565,jute
76,44.0,45.0,6.740947635,jute
69,47.0,40.0,6.130136384,jute
82,40.0,45.0,6.667633355,jute
69,57.0,35.0,6.1868143920000005,jute
81,36.0,38.0,6.334837865,jute
67,60.0,38.0,7.16214284,jute
72,51.0,40.0,7.422318499,jute
65,39.0,45.0,6.768001309,jute
78,50.0,43.0,6.348441469,jute
77,52.0,41.0,6.097294061,jute
89,52.0,42.0,6.14132902,jute
62,49.0,37.0,7.479248124,jute
90,48.0,45.0,6.509174788999999,jute
66,47.0,36.0,6.57256106,jute
80,52.0,39.0,7.165696848,jute
89,52.0,45.0,7.207457207999999,jute
77,51.0,44.0,7.124333547000001,jute
94,37.0,41.0,6.4635387070000005,jute
75,41.0,35.0,6.856833064,jute
60,55.0,36.0,7.132389299,jute
62,56.0,35.0,6.235357637999999,jute
84,40.0,42.0,6.704273839,jute
100,56.0,40.0,7.433313409,jute
75,56.0,44.0,6.109478059,jute
78,46.0,42.0,7.095413294,jute
82,48.0,36.0,6.352076782999999,jute
100,58.0,41.0,6.6587699910000016,jute
88,50.0,40.0,7.0518224720000005,jute
67,41.0,40.0,7.333143205,jute
72,42.0,43.0,6.352771037,jute
89,40.0,43.0,7.124050134,jute
89,57.0,43.0,6.998787171,jute
61,41.0,44.0,6.537914957999999,jute
79,45.0,43.0,7.171054239,jute
84,40.0,43.0,7.228268227999999,jute
98,43.0,35.0,7.319952206,jute
75,36.0,44.0,6.613341342999999,jute
89,58.0,35.0,6.096838784,jute
91,41.0,37.0,6.132570522999999,jute
77,48.0,36.0,7.36008498,jute
66,58.0,35.0,7.321619041,jute
62,59.0,41.0,7.175170657000001,jute
82,35.0,35.0,7.299076163,jute
61,41.0,35.0,6.842966478999998,jute
99,57.0,38.0,6.356295567999999,jute
70,42.0,43.0,6.508342839,jute
90,59.0,35.0,7.098227926,jute
73,43.0,42.0,6.310699968,jute
67,46.0,44.0,7.093328631,jute
84,37.0,42.0,6.691074249,jute
72,41.0,36.0,6.187746776,jute
71,56.0,37.0,6.491506245,jute
64,53.0,38.0,6.855362875,jute
65,54.0,39.0,7.124571593,jute
60,58.0,37.0,6.067302109,jute
86,39.0,43.0,6.432051512,jute
90,50.0,44.0,6.253408852000001,jute
91,38.0,36.0,7.287318722999999,jute
87,48.0,38.0,7.161865733,jute
72,41.0,36.0,6.065898282999999,jute
71,54.0,35.0,7.311077075,jute
82,46.0,41.0,6.581693772,jute
71,52.0,43.0,6.732826127,jute
80,43.0,43.0,6.014572075,jute
77,55.0,43.0,6.663559451,jute
95,57.0,41.0,6.434610995,jute
63,47.0,35.0,7.432768147000001,jute
93,43.0,38.0,6.987332927000001,jute
87,44.0,43.0,6.718725189,jute
88,52.0,39.0,6.880204617,jute
90,39.0,37.0,6.86106911,jute
90,39.0,43.0,6.7693455,jute
84,38.0,43.0,7.26158085,jute
91,21.0,26.0,7.261313694,coffee
107,21.0,26.0,7.235070264,coffee
83,38.0,35.0,7.18915558,coffee
108,24.0,31.0,6.431899747999999,coffee
116,28.0,34.0,6.42321105,coffee
116,23.0,25.0,6.869720196,coffee
109,31.0,27.0,6.973839707000001,coffee
89,25.0,34.0,7.184801627000001,coffee
118,18.0,32.0,6.351823783,coffee
111,32.0,34.0,6.392048018,coffee
84,36.0,28.0,6.119892347,coffee
85,33.0,25.0,6.910823945,coffee
99,15.0,27.0,6.501157208,coffee
81,30.0,31.0,7.027585558999999,coffee
95,39.0,29.0,7.13411409,coffee
81,34.0,30.0,6.6477659970000005,coffee
80,15.0,28.0,6.703270635,coffee
104,20.0,26.0,7.493191968,coffee
109,29.0,28.0,6.724688502999999,coffee
100,32.0,26.0,6.043485685,coffee
100,24.0,28.0,7.101661011,coffee
83,21.0,28.0,7.466900682999999,coffee
120,23.0,28.0,6.877799264,coffee
104,26.0,30.0,6.410992833,coffee
108,33.0,31.0,7.393825704,coffee
91,25.0,26.0,7.482414225,coffee
86,26.0,27.0,6.081172981,coffee
98,18.0,27.0,6.516312148,coffee
111,27.0,31.0,6.0433309510000015,coffee
84,39.0,35.0,6.959404135,coffee
98,27.0,27.0,7.238109556,coffee
118,21.0,34.0,7.234258375,coffee
103,27.0,31.0,6.691541233,coffee
82,24.0,33.0,6.809593554,coffee
86,31.0,35.0,6.485761419,coffee
88,35.0,35.0,6.784460602,coffee
84,27.0,29.0,7.167092586,coffee
120,40.0,33.0,6.73410539,coffee
106,40.0,30.0,6.779984384,coffee
113,21.0,33.0,7.277422737999999,coffee
117,34.0,25.0,7.21270048,coffee
80,30.0,25.0,7.487266991,coffee
88,21.0,27.0,7.231166546,coffee
113,33.0,34.0,6.559817161000002,coffee
87,23.0,28.0,6.979590627,coffee
113,15.0,29.0,6.779230041,coffee
98,29.0,30.0,6.217974349,coffee
97,29.0,27.0,7.205078785,coffee
85,35.0,32.0,6.854011265,coffee
82,29.0,35.0,6.246872394,coffee
103,33.0,25.0,6.911066044,coffee
112,17.0,28.0,6.777417989,coffee
99,19.0,33.0,6.273741983,coffee
120,20.0,34.0,6.906124587000001,coffee
114,27.0,28.0,7.162802357,coffee
100,40.0,35.0,6.9557873510000015,coffee
108,35.0,25.0,6.971963169,coffee
115,31.0,30.0,6.840927967000001,coffee
87,28.0,30.0,6.536676653,coffee
82,24.0,26.0,6.089443602999999,coffee
94,26.0,27.0,7.456460375,coffee
87,28.0,35.0,6.759211911,coffee
118,40.0,35.0,7.460174812000001,coffee
87,38.0,29.0,6.652642579,coffee
92,40.0,30.0,6.026287448,coffee
97,22.0,26.0,6.074190142000001,coffee
99,40.0,32.0,7.0455430560000005,coffee
89,28.0,33.0,6.9932360010000005,coffee
112,39.0,29.0,6.726528895,coffee
111,28.0,26.0,6.937352845,coffee
114,20.0,26.0,7.27905689,coffee
117,26.0,30.0,7.079850922,coffee
111,29.0,31.0,6.136286518,coffee
119,30.0,28.0,6.5052036960000015,coffee
116,40.0,33.0,7.042089492000001,coffee
95,37.0,35.0,6.348337518999998,coffee
86,40.0,33.0,7.432322234,coffee
117,37.0,32.0,6.787658922,coffee
105,18.0,35.0,6.743417121,coffee
109,23.0,25.0,7.00733163,coffee
80,18.0,31.0,7.303033217,coffee
101,31.0,26.0,6.861235184,coffee
103,33.0,33.0,7.131435858,coffee
93,26.0,27.0,7.288211994,coffee
104,35.0,28.0,6.983732393,coffee
116,36.0,25.0,6.172090205,coffee
107,38.0,29.0,6.35118177,coffee
101,33.0,33.0,6.908671378999999,coffee
107,31.0,31.0,6.766184468,coffee
99,16.0,30.0,6.392791654,coffee
103,40.0,30.0,6.3483162570000005,coffee
118,31.0,34.0,6.123796057000001,coffee
106,21.0,35.0,7.4285236339999985,coffee
116,38.0,34.0,6.020947179,coffee
97,35.0,26.0,6.334610249,coffee
107,34.0,32.0,6.78006386,coffee
99,15.0,27.0,6.086922359,coffee
118,33.0,30.0,6.362607851,coffee
117,32.0,34.0,6.758792552,coffee
104,18.0,30.0,6.779832611000002,coffee
